Cricinfo_id,Teams_overview,teams_ov_telugu
594335,['KwaZulu-Natal Inland Under-19s'],క్వాజులు-నటల్ ఇన్లాండ్ అండర్ -19స్
46561,"['Free State', 'North West']","ఫ్రీ స్టేట్, నోర్త్ వెస్ట్"
46231,"['South Africa', 'Western Province']","సౌత్ ఆఫ్రికా, వెస్టర్న్ ప్రోవిన్స్"
46270,"['Canterbury', 'Durham', 'Durham 2nd XI', 'Hampshire', 'Hampshire 2nd XI', 'Northerns', 'Somerset', 'South Africa Under-19s', 'Titans']","సౌత్ ఆఫ్రికా అండర్ -19స్, కాంటర్బరీ, దుర్హం, డర్హామ్ 2న్ద్ క్సీ, హంపిషిర్, హాంప్‌షైర్ 2న్ద్ క్సీ"
222213,['KwaZulu-Natal'],క్వాజులు-నటల్
498838,"['Gauteng Under-17s', 'Gauteng Under-19s', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, గౌటెంగ్ అండర్ -17స్, గౌటెంగ్ అండర్ -19స్"
46536,"['Eagles', 'Griqualand West', 'Northerns', 'Titans']","ఎగల్స్, గ్రిక్‌వాలండ్ వెస్ట్, నార్తర్న్స్, టిటన్స్"
46168,"['South Africa', 'Eastern Province', 'Natal']","సౌత్ ఆఫ్రికా, ఈస్టర్న్ ప్రోవిన్స్, నటల్"
46552,"['Dolphins', 'KwaZulu-Natal']","డాల్ఫిన్స్, క్వాజులు-నటల్"
264587,"['Border', 'Warriors']","బోర్డర్, వారియర్స్"
535393,"['South Africa', 'Dolphins', 'KwaZulu-Natal', 'KwaZulu-Natal Under-19s']","సౌత్ ఆఫ్రికా, డాల్ఫిన్స్, క్వాజులు-నటల్, క్వాజులు-నటల్ అండర్ -19స్"
379776,"['South Africa', 'Eastern Province', 'Eastern Province Under-19s', 'South Africa A']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా ఏ., ఈస్టర్న్ ప్రోవిన్స్, ఈస్టర్న్ ప్రోవిన్స్ అండర్ -19స్"
485216,"['Border', 'Border Under-19s']","బోర్డర్, బోర్డర్ అండర్ -19స్"
46248,"['South Africa', 'Africa XI', 'Chennai Super Kings', 'Delhi Daredevils', 'Derbyshire', 'Durham', 'Easterns', 'Rising Pune Supergiants', 'Royal Challengers Bangalore', 'Somerset', 'Somerset 2nd XI', 'South Africa Under-19s', 'St Lucia Zouks', 'Titans']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా అండర్ -19స్, ఆఫ్రికా క్సీ, చెన్నై సూపర్ కింగ్స్, ఢిల్లీ దరేదేవిల్స్, డెర్బిషిషిర్"
949561,"['Marylebone Cricket Club Young Cricketers', 'Surrey', 'Surrey 2nd XI', 'Western Province Under-17s']","మర్యలేబొన్ క్రికెట్ క్లబ్ యంగ్ క్రికెటర్స్, సుర్రీ, సర్రే 2న్ద్ క్సీ, వెస్టర్న్ ప్రోవిన్స్ అండర్ -17స్"
330521,"['Griqualand West', 'Griqualand West Under-19s']","గ్రిక్‌వాలండ్ వెస్ట్, గ్రిక్‌వాలండ్ వెస్ట్ అండర్ -19స్"
46203,"['South Africa', 'Natal']","సౌత్ ఆఫ్రికా, నటల్"
267724,"['South Africa', 'Dolphins', 'KwaZulu-Natal', 'KwaZulu-Natal Under-19s', 'South Africa A', 'South Africa Academy']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా ఏ., సౌత్ ఆఫ్రికా అకాడమీ, డాల్ఫిన్స్, క్వాజులు-నటల్, క్వాజులు-నటల్ అండర్ -19స్"
949459,['Gauteng Under-17s'],గౌటెంగ్ అండర్ -17స్
380978,"['Griqualand West', 'Griqualand West Under-19s']","గ్రిక్‌వాలండ్ వెస్ట్, గ్రిక్‌వాలండ్ వెస్ట్ అండర్ -19స్"
46393,"['South Africa', 'Eagles', 'Free State', 'Kent', 'Kings XI Punjab', 'Kolkata Knight Riders', 'Middlesex', 'Middlesex 2nd XI', 'Mumbai Indians', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా అండర్ -19స్, ఎగల్స్, ఫ్రీ స్టేట్, కెంట్, కింగ్స్ క్సీ పంజాబ్"
491062,"['KwaZulu-Natal Inland', 'KwaZulu-Natal Under-19s']","క్వాజులు-నటల్ ఇన్లాండ్, క్వాజులు-నటల్ అండర్ -19స్"
226543,['North West'],నోర్త్ వెస్ట్
46170,"['South Africa', 'Rhodesia']","సౌత్ ఆఫ్రికా, రోడేషియా"
46155,['KwaZulu-Natal'],క్వాజులు-నటల్
536337,"['Eastern Province', 'Eastern Province Academy', 'Easterns', 'Gauteng']","ఈస్టర్న్ ప్రోవిన్స్, ఈస్టర్న్ ప్రోవిన్స్ అకాడమీ, ఈస్టర్న్స్, గౌటెంగ్"
46263,['Western Province'],వెస్టర్న్ ప్రోవిన్స్
46512,"['Eastern Province', 'Warriors']","ఈస్టర్న్ ప్రోవిన్స్, వారియర్స్"
46159,"['Border', 'Warriors']","బోర్డర్, వారియర్స్"
596489,"['Northerns', 'Northerns Under-17s', 'Northerns Under-19s', 'South Africa Under-19s', 'Titans Cubs']","సౌత్ ఆఫ్రికా అండర్ -19స్, నార్తర్న్స్, నార్తర్న్స్ అండర్ -17స్, నార్తర్న్స్ అండర్ -19స్, టిటన్స్ కబ్స్"
380986,"['Free State', 'Free State Under-19s', 'Knights', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, ఫ్రీ స్టేట్, ఫ్రీ స్టేట్ అండర్ -19స్, కైగ్ట్స్"
276684,['South Africa Women'],సౌత్ ఆఫ్రికా వోమెన్
230856,"['Easterns', 'Gauteng', 'Lions', 'North West', 'Northern Cape', 'South Africa Under-19s', 'Titans']","సౌత్ ఆఫ్రికా అండర్ -19స్, ఈస్టర్న్స్, గౌటెంగ్, లియన్స్, నోర్త్ వెస్ట్, నార్తర్న్ కేప్"
948591,['Western Province Under-15s'],వెస్టర్న్ ప్రోవిన్స్ అండర్ -15స్
282357,"['Gauteng', 'Impi', 'Lions', 'South Africa A']","సౌత్ ఆఫ్రికా ఏ., గౌటెంగ్, ఇంపి, లియన్స్"
46221,"['South Africa', 'Natal', 'Oxford University', 'Sussex', 'Transvaal']","సౌత్ ఆఫ్రికా, నటల్, ఆక్స్ఫార్డ్ యూనివర్సిటీ, సస్సెక్స్, త్రానస్వాల్"
834873,['Border'],బోర్డర్
498591,"['Cape Cobras', 'Otago', 'South Africa Emerging Players', 'South Africa Under-19s', 'Western Province', 'Western Province Under-19s', ""Wynberg Boys' High School""]","సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్, సౌత్ ఆఫ్రికా అండర్ -19స్, కేప్ కోబ్రాస్, ఓటాగో, వెస్టర్న్ ప్రోవిన్స్, వెస్టర్న్ ప్రోవిన్స్ అండర్ -19స్"
46210,"['South Africa', 'Eastern Province', 'Transvaal']","సౌత్ ఆఫ్రికా, ఈస్టర్న్ ప్రోవిన్స్, త్రానస్వాల్"
594233,"['Dolphins', 'KwaZulu-Natal', 'KwaZulu-Natal Under-19s', 'South Africa Emerging Players', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్, సౌత్ ఆఫ్రికా అండర్ -19స్, డాల్ఫిన్స్, క్వాజులు-నటల్, క్వాజులు-నటల్ అండర్ -19స్"
262116,"['KwaZulu-Natal Inland', 'South Western Districts']","క్వాజులు-నటల్ ఇన్లాండ్, సౌత్ వెస్టర్న్ డిస్ట్రిక్ట్స్"
321777,"['South Africa', 'Bengal Tigers', 'Dolphins', 'Durban Heat', 'Durham', 'Eagles (UAE)', 'Glamorgan', 'Hobart Hurricanes', 'ICC World XI', 'Jamaica Tallawahs', 'Kings XI Punjab', 'KwaZulu-Natal', 'KwaZulu-Natal Inland Under-19s', 'Peshawar Zalmi', 'Rajasthan Royals', 'South Africa A', 'South Africa Academy', 'South African Schools', 'St Lucia Zouks', 'Uthura Rudras', 'Winnipeg Hawks', 'Yorkshire']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా ఏ., సౌత్ ఆఫ్రికా అకాడమీ, సౌత్ ఆఫ్రికన్ స్కూల్స్, బెంగళ్ టైగర్స్, డాల్ఫిన్స్"
600498,"['South Africa', 'Northerns', 'Northerns Under-19s', 'South Africa A', 'South Africa Under-19s', 'Titans']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా ఏ., సౌత్ ఆఫ్రికా అండర్ -19స్, నార్తర్న్స్, నార్తర్న్స్ అండర్ -19స్, టిటన్స్"
595643,"['Border', 'Eastern Province', 'Eastern Province Under-19s', 'Warriors']","బోర్డర్, ఈస్టర్న్ ప్రోవిన్స్, ఈస్టర్న్ ప్రోవిన్స్ అండర్ -19స్, వారియర్స్"
807507,['Western Province Under-19s'],వెస్టర్న్ ప్రోవిన్స్ అండర్ -19స్
221293,"['Free State', 'South Africa Academy']","సౌత్ ఆఫ్రికా అకాడమీ, ఫ్రీ స్టేట్"
697381,['KwaZulu-Natal Under-17s'],క్వాజులు-నటల్ అండర్ -17స్
381023,"['Free State', 'Northerns', 'Northerns Under-19s', 'South Africa Academy', 'South Africa Under-19s', 'Titans']","సౌత్ ఆఫ్రికా అకాడమీ, సౌత్ ఆఫ్రికా అండర్ -19స్, ఫ్రీ స్టేట్, నార్తర్న్స్, నార్తర్న్స్ అండర్ -19స్, టిటన్స్"
46554,"['Eastern Province', 'KwaZulu-Natal Inland', 'Warriors']","ఈస్టర్న్ ప్రోవిన్స్, క్వాజులు-నటల్ ఇన్లాండ్, వారియర్స్"
46530,"['Border B', 'Eastern Province', 'KwaZulu-Natal Inland']","బోర్డర్ బీ, ఈస్టర్న్ ప్రోవిన్స్, క్వాజులు-నటల్ ఇన్లాండ్"
46233,"['South Africa', 'Transvaal']","సౌత్ ఆఫ్రికా, త్రానస్వాల్"
698189,"['South Africa', 'Gauteng Under-15s', 'Gauteng Under-17s', 'Lions', 'South Africa Under-17s Invitation XI', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా అండర్ -17స్ ఇన్విటేషన్ క్సీ, సౌత్ ఆఫ్రికా అండర్ -19స్, గౌటెంగ్ అండర్ -15స్, గౌటెంగ్ అండర్ -17స్, లియన్స్"
267339,['South Western Districts'],సౌత్ వెస్టర్న్ డిస్ట్రిక్ట్స్
971203,"['KwaZulu-Natal Women', 'South Africa Women']","సౌత్ ఆఫ్రికా వోమెన్, క్వాజులు-నటల్ వోమెన్"
46164,"['Border', 'Gauteng', 'Lions']","బోర్డర్, గౌటెంగ్, లియన్స్"
498874,"['KwaZulu-Natal Women', 'South Africa Emerging Players Women', 'South Africa Women', 'Western Province Women']","సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్ వోమెన్, సౌత్ ఆఫ్రికా వోమెన్, క్వాజులు-నటల్ వోమెన్, వెస్టర్న్ ప్రోవిన్స్ వోమెన్"
688143,"['Northerns', 'Northerns Under-19s', 'Northerns XI']","నార్తర్న్స్, నార్తర్న్స్ అండర్ -19స్, నార్తర్న్స్ క్సీ"
46559,"['Combined Easterns-Northerns XI', 'Northerns', 'Pretoria University']","కంబినెడ్ ఈస్టర్న్స్-నార్తర్న్స్ క్సీ, నార్తర్న్స్, ప్రేటోరియా యూనివర్సిటీ"
46186,['Gauteng'],గౌటెంగ్
1124737,['Western Province'],వెస్టర్న్ ప్రోవిన్స్
605680,"['South Africa', 'Cape Town Blitz', 'North West', 'North West University', 'Northerns Under-17s', 'Northerns Under-19s', 'South Africa Colts XI', 'South Africa Under-19s', 'Titans Cubs', 'Waterkloof High School']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా కాల్ట్స్ క్సీ, సౌత్ ఆఫ్రికా అండర్ -19స్, కేప్ టౌన్ బ్లిట్జ్, నోర్త్ వెస్ట్, నోర్త్ వెస్ట్ యూనివర్సిటీ"
595440,['Griqualand West Under-15s'],గ్రిక్‌వాలండ్ వెస్ట్ అండర్ -15స్
46526,"['Northerns', 'Northerns B', 'South Africa A', 'South Africa Emerging Players', 'South African Invitational XI', 'Titans']","సౌత్ ఆఫ్రికా ఏ., సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్, సౌత్ ఆఫ్రికన్ ఇన్విటేషనల్ క్సీ, నార్తర్న్స్, నార్తర్న్స్ బీ, టిటన్స్"
595910,"['Gauteng Under-13s', 'Knights', 'Northerns', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, గౌటెంగ్ అండర్ -13స్, కైగ్ట్స్, నార్తర్న్స్"
46184,"['South Africa', 'Transvaal']","సౌత్ ఆఫ్రికా, త్రానస్వాల్"
46522,['Gauteng B'],గౌటెంగ్ బీ
948593,['Western Province Under-15s'],వెస్టర్న్ ప్రోవిన్స్ అండర్ -15స్
381071,['Northerns Under-19s'],నార్తర్న్స్ అండర్ -19స్
542007,"['Easterns', 'Easterns Under-19s', 'Northerns', 'South Africa Emerging Players', 'South Africa Under-19s', 'South Africa Under-19s Invitation XI', 'Titans']","సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్, సౌత్ ఆఫ్రికా అండర్ -19స్, సౌత్ ఆఫ్రికా అండర్ -19స్ ఇన్విటేషన్ క్సీ, ఈస్టర్న్స్, ఈస్టర్న్స్ అండర్ -19స్, నార్తర్న్స్"
594264,"['Gauteng', 'Gauteng Invitation XI', 'Gauteng Under-19s']","గౌటెంగ్, గౌటెంగ్ ఇన్విటేషన్ క్సీ, గౌటెంగ్ అండర్ -19స్"
46227,"['South Africa', 'Western Province']","సౌత్ ఆఫ్రికా, వెస్టర్న్ ప్రోవిన్స్"
46150,"['South Africa', 'Eastern Province', 'North Eastern Transvaal', 'Orange Free State', 'Transvaal', 'Western Province']","సౌత్ ఆఫ్రికా, ఈస్టర్న్ ప్రోవిన్స్, నోర్త్ ఈస్టర్న్ త్రానస్వాల్, ఓరంజ్ ఫ్రీ స్టేట్, త్రానస్వాల్, వెస్టర్న్ ప్రోవిన్స్"
46173,"['South Africa', 'Natal']","సౌత్ ఆఫ్రికా, నటల్"
46264,"['South Africa', 'Eastern Province']","సౌత్ ఆఫ్రికా, ఈస్టర్న్ ప్రోవిన్స్"
46162,"['Dolphins', 'KwaZulu-Natal']","డాల్ఫిన్స్, క్వాజులు-నటల్"
807545,"['Gauteng Under-19s', 'Lions Cubs', 'South Africa Colts XI', 'South Africa Under-19s', 'Surrey']","సౌత్ ఆఫ్రికా కాల్ట్స్ క్సీ, సౌత్ ఆఫ్రికా అండర్ -19స్, గౌటెంగ్ అండర్ -19స్, లియన్స్ కబ్స్, సుర్రీ"
535378,"['Griqualand West', 'Griqualand West Under-19s']","గ్రిక్‌వాలండ్ వెస్ట్, గ్రిక్‌వాలండ్ వెస్ట్ అండర్ -19స్"
550209,"['Easterns', 'Easterns Under-19s']","ఈస్టర్న్స్, ఈస్టర్న్స్ అండర్ -19స్"
592935,['KwaZulu-Natal'],క్వాజులు-నటల్
46196,"['South Africa', 'Cambridge University', 'Natal']","సౌత్ ఆఫ్రికా, కాంబ్రిడ్జ్ యూనివర్సిటీ, నటల్"
439952,"['South Africa', 'Chennai Super Kings', 'Delhi Capitals', 'Hampshire', 'Lions', 'Nelson Mandela Bay Giants', 'North West', 'North West Invitation XI', 'Rajasthan Royals', 'Royal Challengers Bangalore', 'South Africa A', 'South African Invitation XI', 'South African XI', 'St Kitts and Nevis Patriots', 'Surrey', 'Sydney Thunder', 'Titans']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా ఏ., సౌత్ ఆఫ్రికన్ ఇన్విటేషన్ క్సీ, సౌత్ ఆఫ్రికన్ క్సీ, చెన్నై సూపర్ కింగ్స్, ఢిల్లీ కాపిటల్స్"
429894,"['North West', 'Northerns', 'Northerns Under-19s']","నోర్త్ వెస్ట్, నార్తర్న్స్, నార్తర్న్స్ అండర్ -19స్"
594283,['Border Under-19s'],బోర్డర్ అండర్ -19స్
46217,"['South Africa', 'Transvaal']","సౌత్ ఆఫ్రికా, త్రానస్వాల్"
46540,"['Lions', 'North West']","లియన్స్, నోర్త్ వెస్ట్"
46545,['Easterns'],ఈస్టర్న్స్
46216,"['South Africa', 'Transvaal']","సౌత్ ఆఫ్రికా, త్రానస్వాల్"
46235,['Border'],బోర్డర్
46214,"['South Africa', 'Transvaal', 'Warwickshire', 'Western Province']","సౌత్ ఆఫ్రికా, త్రానస్వాల్, వార్విక్షిక్షిర్, వెస్టర్న్ ప్రోవిన్స్"
543195,['Northerns Under-19s'],నార్తర్న్స్ అండర్ -19స్
46212,"['South Africa', 'Natal']","సౌత్ ఆఫ్రికా, నటల్"
46240,"['Lions', 'North West', 'Western Province']","లియన్స్, నోర్త్ వెస్ట్, వెస్టర్న్ ప్రోవిన్స్"
787235,"['Gauteng', 'Gauteng Invitation XI']","గౌటెంగ్, గౌటెంగ్ ఇన్విటేషన్ క్సీ"
46518,"['Eagles', 'North West']","ఎగల్స్, నోర్త్ వెస్ట్"
321793,"['KwaZulu-Natal Inland', 'KwaZulu-Natal Inland Under-19s']","క్వాజులు-నటల్ ఇన్లాండ్, క్వాజులు-నటల్ ఇన్లాండ్ అండర్ -19స్"
596523,"['KwaZulu-Natal Inland', 'KwaZulu-Natal Inland Under-17s']","క్వాజులు-నటల్ ఇన్లాండ్, క్వాజులు-నటల్ ఇన్లాండ్ అండర్ -17స్"
321758,"['Border', 'Border Under-19s', 'South Western Districts']","బోర్డర్, బోర్డర్ అండర్ -19స్, సౌత్ వెస్టర్న్ డిస్ట్రిక్ట్స్"
542032,"['Free State', 'Free State Under-19s']","ఫ్రీ స్టేట్, ఫ్రీ స్టేట్ అండర్ -19స్"
46542,['Free State'],ఫ్రీ స్టేట్
46189,"['South Africa', 'Western Province']","సౌత్ ఆఫ్రికా, వెస్టర్న్ ప్రోవిన్స్"
46229,"['South Africa', 'Kimberley', 'Surrey', 'Western Province']","సౌత్ ఆఫ్రికా, కింబర్లీ, సుర్రీ, వెస్టర్న్ ప్రోవిన్స్"
46255,"['South Africa', 'Eagles', 'Free State']","సౌత్ ఆఫ్రికా, ఎగల్స్, ఫ్రీ స్టేట్"
222658,"['Boland', 'Western Province']","బోలాండ్, వెస్టర్న్ ప్రోవిన్స్"
46246,"['South Africa', 'Western Province']","సౌత్ ఆఫ్రికా, వెస్టర్న్ ప్రోవిన్స్"
593963,"['Border Women', 'South Africa Emerging Players Women', 'South Africa Women']","సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్ వోమెన్, సౌత్ ఆఫ్రికా వోమెన్, బోర్డర్ వోమెన్"
46208,"['South Africa', 'Barbados Tridents', 'Durham', 'Gauteng', 'Hampshire', 'Lions', 'Northerns']","సౌత్ ఆఫ్రికా, బర్బడోస్ ట్రైడెంట్స్, దుర్హం, గౌటెంగ్, హంపిషిర్, లియన్స్"
437506,['Gauteng Under-19s'],గౌటెంగ్ అండర్ -19స్
46523,['Griqualand West'],గ్రిక్‌వాలండ్ వెస్ట్
595882,"['Border Under-13s', 'Cape Cobras', 'South Western Districts']","బోర్డర్ అండర్ -13స్, కేప్ కోబ్రాస్, సౌత్ వెస్టర్న్ డిస్ట్రిక్ట్స్"
1072594,"['KwaZulu-Natal Under-19s', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, క్వాజులు-నటల్ అండర్ -19స్"
46537,['Northerns'],నార్తర్న్స్
550186,"['University of Cape Town', 'Western Cape Invitation XI', 'Western Province', 'Western Province Under-19s']","యూనివర్సిటీ ఆఫ్ కేప్ టౌన్, వెస్టర్న్ కేప్ ఇన్విటేషన్ క్సీ, వెస్టర్న్ ప్రోవిన్స్, వెస్టర్న్ ప్రోవిన్స్ అండర్ -19స్"
222239,['Easterns'],ఈస్టర్న్స్
695245,"['Border Under-13s', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, బోర్డర్ అండర్ -13స్"
596424,['Eastern Province Under-17s'],ఈస్టర్న్ ప్రోవిన్స్ అండర్ -17స్
46574,"['South Africa', 'Transvaal']","సౌత్ ఆఫ్రికా, త్రానస్వాల్"
676383,['Eastern Province'],ఈస్టర్న్ ప్రోవిన్స్
315010,"['Free State', 'Griqualand West', 'South Africa Under-19s', 'University of Free State', 'University Sports South Africa XI']","సౌత్ ఆఫ్రికా అండర్ -19స్, యూనివర్సిటీ స్పోర్ట్స్ సౌత్ ఆఫ్రికా క్సీ, ఫ్రీ స్టేట్, గ్రిక్‌వాలండ్ వెస్ట్, యూనివర్సిటీ ఆఫ్ ఫ్రీ స్టేట్"
1109144,"['KwaZulu-Natal', 'KwaZulu-Natal Academy XI']","క్వాజులు-నటల్, క్వాజులు-నటల్ అకాడమీ క్సీ"
46594,"['South Africa', 'Transvaal']","సౌత్ ఆఫ్రికా, త్రానస్వాల్"
221409,['Gauteng'],గౌటెంగ్
381004,"['Northerns', 'Northerns Under-19s']","నార్తర్న్స్, నార్తర్న్స్ అండర్ -19స్"
372114,['Northerns'],నార్తర్న్స్
46666,"['Easterns Under-19s', 'Northerns', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, ఈస్టర్న్స్ అండర్ -19స్, నార్తర్న్స్"
54598,"['Border Women', 'South Africa Women']","సౌత్ ఆఫ్రికా వోమెన్, బోర్డర్ వోమెన్"
315036,"['North West', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, నోర్త్ వెస్ట్"
46592,"['South Africa', 'Border', 'Chennai Super Kings', 'ICC World XI', 'Kent', 'Warriors', 'Warwickshire']","సౌత్ ఆఫ్రికా, బోర్డర్, చెన్నై సూపర్ కింగ్స్, ఐసీసీ వర్ల్డ్ క్సీ, కెంట్, వారియర్స్"
437691,"['Eastern Province', 'Eastern Province Under-19s', 'Grey High School', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, ఈస్టర్న్ ప్రోవిన్స్, ఈస్టర్న్ ప్రోవిన్స్ అండర్ -19స్, గ్రే హిఘ్ స్కూల్"
262254,['South Western Districts'],సౌత్ వెస్టర్న్ డిస్ట్రిక్ట్స్
296153,"['Italy', 'Western Province']","ఇటలీ, వెస్టర్న్ ప్రోవిన్స్"
699719,"['KwaZulu-Natal', 'KwaZulu-Natal Under-19s']","క్వాజులు-నటల్, క్వాజులు-నటల్ అండర్ -19స్"
46580,"['South Africa', 'Natal', 'Oxford University']","సౌత్ ఆఫ్రికా, నటల్, ఆక్స్ఫార్డ్ యూనివర్సిటీ"
542023,"['South Africa', 'Chennai Super Kings', 'Dolphins Cubs', 'KwaZulu-Natal Inland Under-19s', 'Northerns', 'Port Elizabeth University', 'South Africa Under-19s', 'Titans', 'Tshwane Spartans', 'University Sports South Africa XI']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా అండర్ -19స్, యూనివర్సిటీ స్పోర్ట్స్ సౌత్ ఆఫ్రికా క్సీ, చెన్నై సూపర్ కింగ్స్, డాల్ఫిన్స్ కబ్స్, క్వాజులు-నటల్ ఇన్లాండ్ అండర్ -19స్"
550226,"['Eagles', 'Free State', 'Griqualand West Under-17s', 'Griqualand West Under-19s', 'Knights Cubs', 'South Africa Emerging Players']","సౌత్ ఆఫ్రికా ఎమర్జింగ్ ప్లయెర్స్, ఎగల్స్, ఫ్రీ స్టేట్, గ్రిక్‌వాలండ్ వెస్ట్ అండర్ -17స్, గ్రిక్‌వాలండ్ వెస్ట్ అండర్ -19స్, కైగ్ట్స్ కబ్స్"
46569,"['South Africa', 'Easterns', 'Essex', 'Lions', 'Mumbai Indians', 'Northamptonshire', 'Southern Rocks', 'Surrey', 'Titans']","సౌత్ ఆఫ్రికా, ఈస్టర్న్స్, ఎస్సెక్స్, లియన్స్, ముంబై ఇండియన్స్, నోర్తంప్టోనాంశీరే"
977991,"['Cape Cobras', 'South Africa A', 'Western Province']","సౌత్ ఆఫ్రికా ఏ., కేప్ కోబ్రాస్, వెస్టర్న్ ప్రోవిన్స్"
595647,"['Border Under-19s', 'Eastern Province', 'Eastern Province Under-19s']","బోర్డర్ అండర్ -19స్, ఈస్టర్న్ ప్రోవిన్స్, ఈస్టర్న్ ప్రోవిన్స్ అండర్ -19స్"
221453,"['Uganda', 'KwaZulu-Natal Inland', 'Northerns', 'Pretoria University', 'South Africa Academy', 'Titans', 'University Sports South Africa XI']","సౌత్ ఆఫ్రికా అకాడమీ, యూనివర్సిటీ స్పోర్ట్స్ సౌత్ ఆఫ్రికా క్సీ, ఉగండ, క్వాజులు-నటల్ ఇన్లాండ్, నార్తర్న్స్, ప్రేటోరియా యూనివర్సిటీ"
46670,"['Mpumalanga', 'Northerns']","అంపుమాలంగా, నార్తర్న్స్"
46599,"['South Africa', 'Border', 'Dolphins', 'Eastern Province', 'Warriors']","సౌత్ ఆఫ్రికా, బోర్డర్, డాల్ఫిన్స్, ఈస్టర్న్ ప్రోవిన్స్, వారియర్స్"
46590,"['South Africa', 'Natal', 'Transvaal', 'Western Province']","సౌత్ ఆఫ్రికా, నటల్, త్రానస్వాల్, వెస్టర్న్ ప్రోవిన్స్"
629578,"['Gauteng Women', 'South Africa Women']","సౌత్ ఆఫ్రికా వోమెన్, గౌటెంగ్ వోమెన్"
379873,"['Border', 'Border Under-19s', 'South Africa Under-19s', 'Warriors']","సౌత్ ఆఫ్రికా అండర్ -19స్, బోర్డర్, బోర్డర్ అండర్ -19స్, వారియర్స్"
486653,"['Easterns', 'Easterns Under-19s']","ఈస్టర్న్స్, ఈస్టర్న్స్ అండర్ -19స్"
379886,"['Boland', 'Boland Academy', 'Boland Under-19s']","బోలాండ్, బోలాండ్ అకాడమీ, బోలాండ్ అండర్ -19స్"
596096,['Northerns Under-15s'],నార్తర్న్స్ అండర్ -15స్
46671,"['Gauteng', 'Lions']","గౌటెంగ్, లియన్స్"
333152,"['Eastern Province', 'South Western Districts', 'University Sports South Africa XI', 'Western Province']","యూనివర్సిటీ స్పోర్ట్స్ సౌత్ ఆఫ్రికా క్సీ, ఈస్టర్న్ ప్రోవిన్స్, సౌత్ వెస్టర్న్ డిస్ట్రిక్ట్స్, వెస్టర్న్ ప్రోవిన్స్"
277797,"['Dolphins', 'KwaZulu-Natal Inland']","డాల్ఫిన్స్, క్వాజులు-నటల్ ఇన్లాండ్"
698117,"['Border Under-15s', 'South Africa Under-19s']","సౌత్ ఆఫ్రికా అండర్ -19స్, బోర్డర్ అండర్ -15స్"
46586,"['South Africa', 'Border', 'Western Province']","సౌత్ ఆఫ్రికా, బోర్డర్, వెస్టర్న్ ప్రోవిన్స్"
46577,"['South Africa', 'Rhodesia', 'Transvaal']","సౌత్ ఆఫ్రికా, రోడేషియా, త్రానస్వాల్"
928783,"['Border', 'Border Under-19s']","బోర్డర్, బోర్డర్ అండర్ -19స్"
429903,"['Easterns', 'Easterns Under-19s', 'South Africa Under-19s', 'Titans', 'Warriors']","సౌత్ ఆఫ్రికా అండర్ -19స్, ఈస్టర్న్స్, ఈస్టర్న్స్ అండర్ -19స్, టిటన్స్, వారియర్స్"
481979,"['South Africa', 'Cape Town Blitz', 'Delhi Capitals', 'Eastern Province', 'Eastern Province Under-19s', 'Nelson Mandela Metropolitan University', 'South Africa A', 'South African Schools', 'Warriors']","సౌత్ ఆఫ్రికా, సౌత్ ఆఫ్రికా ఏ., సౌత్ ఆఫ్రికన్ స్కూల్స్, కేప్ టౌన్ బ్లిట్జ్, ఢిల్లీ కాపిటల్స్, ఈస్టర్న్ ప్రోవిన్స్"
46589,"['South Africa', 'Natal']","సౌత్ ఆఫ్రికా, నటల్"
394965,['KwaZulu-Natal Inland'],క్వాజులు-నటల్ ఇన్లాండ్
